,codigo_curso,curso,codigo_estabelecimento,estabelecimento,escola,regime_pos_laboral,regime_noturno,total_candidatos,total_colocados
239,9152,Gestão de Empresas,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,352,90
240,9504,Fisioterapia,3155,Instituto Politécnico de Setúbal,Escola Superior de Saúde,0,0,394,44
241,9664,Marketing e Comunicação Empresarial,3164,Instituto Politécnico de Viana do Castelo,Escola Superior de Ciências Empresariais,0,0,209,40
242,9229,Relações Internacionais,503,Universidade de Coimbra,Faculdade de Economia,0,0,534,53
243,9096,Engenharia de Materiais,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,193,25
244,9741,Engenharia Automóvel,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,84,35
245,9016,Biotecnologia,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,147,21
246,L179,Produção Multimédia em Educação,3142,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,0,0,59,27
247,9185,Informática,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,71,15
248,9751,Engenharia Mecatrónica,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,15,1
249,9500,Enfermagem,7085,Instituto Politécnico de Viseu,Escola Superior de Saúde de Viseu,0,0,297,90
250,9104,Engenharia e Gestão Industrial,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,31,7
251,8309,Design de Jogos Digitais,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,97,31
252,9727,Design do Produto,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,207,41
253,9890,Terapia da Fala,3155,Instituto Politécnico de Setúbal,Escola Superior de Saúde,0,0,111,26
254,8083,Ciclo Básico de Medicina,160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,401,50
255,9257,Arquitetura,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,201,47
256,9886,Engenharia Mecânica,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,1,0,10,0
257,9152,Gestão de Empresas,3241,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,0,0,140,45
258,9123,Engenharia Mecânica,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,56,19
259,9238,Serviço Social,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,132,36
260,L041,Estudos Portugueses e Ingleses,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,81,24
261,8516,Organização e Gestão Empresariais,3164,Instituto Politécnico de Viana do Castelo,Escola Superior de Ciências Empresariais,0,0,136,30
262,9498,Contabilidade e Fiscalidade,3164,Instituto Politécnico de Viana do Castelo,Escola Superior de Ciências Empresariais,0,0,131,28
263,9500,Enfermagem,3155,Instituto Politécnico de Setúbal,Escola Superior de Saúde,0,0,378,46
264,9112,Engenharia Eletrotécnica e de Computadores,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,59,14
265,9640,Gestão de Recursos Humanos e Comportamento Organizacional,3241,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,0,0,107,39
266,9147,Gestão,503,Universidade de Coimbra,Faculdade de Economia,0,0,719,90
267,9147,Gestão,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,314,54
268,9875,Direção e Gestão Hoteleira,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,1,0,146,56
269,9084,Educação Social,3142,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,0,0,165,40
270,9085,Enfermagem Veterinária,3051,Instituto Politécnico de Castelo Branco,Escola Superior Agrária de Castelo Branco,0,0,166,43
271,8571,Ciênc de Engenharia-Eng Mecânica; Eng Eletrotécnica e de Computadores (Pre),160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,28,12
272,9099,Engenharia do Ambiente,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,158,31
273,9540,Bioengenharia,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,37,9
274,9188,Informática e Comunicações,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,3,0
275,8152,Ortoprotesia,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,146,30
276,9627,Contabilidade e Finanças,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,248,48
277,L003,Zootecnia,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,0,0,68,10
278,9183,Informação Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,0,0,70,35
279,9213,Multimédia,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,67,11
280,9240,Sociologia,503,Universidade de Coimbra,Faculdade de Economia,0,0,269,40
281,9107,Engenharia Eletrónica e Telecomunicações,1307,Universidade da Madeira,Faculdade de Ciências Exatas e da Engenharia,0,0,15,3
282,9066,Criminologia,1114,Universidade do Porto,Faculdade de Direito,0,0,779,47
283,9089,Engenharia Civil,3154,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia do Barreiro,0,0,6,0
284,9148,Gestão,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,1,49,24
285,8397,Engenharia de Proteção Civil,3051,Instituto Politécnico de Castelo Branco,Escola Superior Agrária de Castelo Branco,0,0,2,0
286,9743,Engenharia Civil e do Ambiente,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,16,4
287,9853,Educação Básica,1308,Universidade da Madeira,Faculdade de Ciências Sociais,0,0,85,25
288,L066,Imagem Médica e Radioterapia,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,401,64
289,9504,Fisioterapia,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,557,48
290,9813,Medicina,506,Universidade de Coimbra,Faculdade de Medicina,0,0,1630,289
291,9119,Engenharia Informática,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,331,81
292,9089,Engenharia Civil,1307,Universidade da Madeira,Faculdade de Ciências Exatas e da Engenharia,0,0,29,12
293,9071,Design de Moda,1501,Universidade de Lisboa,Faculdade de Arquitetura,0,0,595,50
294,9240,Sociologia,604,Universidade de Évora,Escola de Ciências Sociais,0,0,204,42
295,9254,Turismo,604,Universidade de Évora,Escola de Ciências Sociais,0,0,187,45
296,9821,Ciências da Educação e da Formação,201,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0,0,131,33
297,9229,Relações Internacionais,604,Universidade de Évora,Escola de Ciências Sociais,0,0,398,67
298,9147,Gestão,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,475,71
299,9242,Solicitadoria,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,0,0,328,40
300,L067,Fisiologia Clínica,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,233,38
301,9052,Comunicação e Multimédia,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,236,71
302,9554,Ciências da Nutrição,1507,Universidade de Lisboa,Faculdade de Medicina,0,0,184,30
303,9720,"Comunicação, Cultura e Organizações",1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,145,38
304,9006,Arqueologia,505,Universidade de Coimbra,Faculdade de Letras,0,0,172,26
305,L321,Matemática Aplicada e Tecnologias Digitais,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,111,34
306,9085,Enfermagem Veterinária,3185,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,0,0,164,45
307,L258,Tecnologia e Produto de Moda Sustentável,400,Universidade da Beira Interior,D,0,0,7,3
308,9219,Psicologia,1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,165,30
309,9105,Engenharia Eletromecânica,400,Universidade da Beira Interior,D,0,0,45,9
310,9853,Educação Básica,604,Universidade de Évora,Escola de Ciências Sociais,0,0,139,29
311,9069,Design,1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,105,33
312,9491,Tecnologias e Design de Multimédia,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,135,48
313,9020,Ciência Política e Relações Internacionais,400,Universidade da Beira Interior,D,0,0,276,33
314,9817,Artes Visuais,201,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0,0,113,27
315,8393,Português,505,Universidade de Coimbra,Faculdade de Letras,0,0,140,36
316,L277,Tecnologias Digitais e Inteligência Artificial,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,216,32
317,9994,Gestão de Empresas,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,1,0,40,10
318,9087,Engenharia Alimentar,3185,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,0,0,2,1
319,9254,Turismo,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,148,40
320,8141,Audiologia,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,144,30
321,9104,Engenharia e Gestão Industrial,400,Universidade da Beira Interior,D,0,0,77,19
322,9918,Estudos Portugueses e Espanhóis,400,Universidade da Beira Interior,D,0,0,81,28
323,8517,Tecnologia e Design de Mobiliário,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,29,11
324,9119,Engenharia Informática,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,433,148
325,L278,Desenvolvimento de Software e Aplicações,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,189,32
326,9023,Ciências da Comunicação,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,396,69
327,9219,Psicologia,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,775,72
328,9152,Gestão de Empresas,204,Universidade do Algarve,Faculdade de Economia,0,0,434,71
329,9143,Geografia,505,Universidade de Coimbra,Faculdade de Letras,0,0,274,70
330,L100,Tecnologias do Petróleo,3154,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia do Barreiro,0,0,65,21
331,9204,"Línguas, Literaturas e Culturas",201,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0,0,128,26
332,9071,Design de Moda,400,Universidade da Beira Interior,D,0,0,328,60
333,9056,Contabilidade,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,222,40
334,9139,Filosofia,505,Universidade de Coimbra,Faculdade de Letras,0,0,158,27
335,L047,Línguas e Literaturas,604,Universidade de Évora,Escola de Ciências Sociais,0,0,203,55
336,L256,Ciências Biomédicas e da Saúde,605,Universidade de Évora,Escola de Saúde e Desenvolvimento Humano,0,0,155,28
337,9016,Biotecnologia,400,Universidade da Beira Interior,D,0,0,183,34
338,9104,Engenharia e Gestão Industrial,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,111,20
339,8184,Optometria e Ciências da Visão,400,Universidade da Beira Interior,D,0,0,112,25
340,9147,Gestão,604,Universidade de Évora,Escola de Ciências Sociais,0,0,348,70
341,9005,Animação Sociocultural,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,93,22
342,9853,Educação Básica,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,246,46
343,9135,Estudos Europeus,505,Universidade de Coimbra,Faculdade de Letras,0,0,244,35
344,L253,Design Sustentável,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,114,50
345,9219,Psicologia,400,Universidade da Beira Interior,D,0,0,676,55
346,9147,Gestão,400,Universidade da Beira Interior,D,0,0,453,83
347,9113,Engenharia Física,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,15,1
348,9740,Engenharia Aeronáutica,400,Universidade da Beira Interior,D,0,0,153,60
349,9147,Gestão,1104,Universidade do Porto,Faculdade de Economia,0,0,1315,208
350,L281,Tecnologias Digitais Educativas,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,99,35
351,8296,Gestão Industrial,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,57,9
352,9240,Sociologia,204,Universidade do Algarve,Faculdade de Economia,0,0,171,42
353,9351,Ciências Biomédicas,400,Universidade da Beira Interior,D,0,0,391,72
354,9835,Matemática e Aplicações,400,Universidade da Beira Interior,D,0,0,33,7
355,9694,Ciência da Informação,505,Universidade de Coimbra,Faculdade de Letras,0,0,151,29
356,9119,Engenharia Informática,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,319,66
357,L066,Imagem Médica e Radioterapia,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,389,37
358,9025,Ciências da Cultura,400,Universidade da Beira Interior,D,0,0,75,27
359,8358,Direito,1504,Universidade de Lisboa,Faculdade de Direito,1,0,528,82
360,L173,Estudos de Filosofia e de Cultura Contemporânea,604,Universidade de Évora,Escola de Ciências Sociais,0,0,53,16
361,9254,Turismo,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,219,57
362,9016,Biotecnologia,3185,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,0,0,79,13
363,9081,Economia,400,Universidade da Beira Interior,D,0,0,162,49
364,8509,Património Cultural e Arqueologia,201,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0,0,77,30
365,9205,Marketing,400,Universidade da Beira Interior,D,0,0,200,43
366,L252,Línguas e Comunicação Intercultural,201,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0,0,95,32
367,9123,Engenharia Mecânica,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,45,9
368,9081,Economia,1104,Universidade do Porto,Faculdade de Economia,0,0,1184,208
369,9081,Economia,204,Universidade do Algarve,Faculdade de Economia,0,0,128,28
370,9081,Economia,604,Universidade de Évora,Escola de Ciências Sociais,0,0,143,37
371,9196,Línguas e Relações Empresariais,1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,93,45
372,9074,Design Industrial,400,Universidade da Beira Interior,D,0,0,184,52
373,9257,Arquitetura,1501,Universidade de Lisboa,Faculdade de Arquitetura,0,0,1244,212
374,8251,História e Arqueologia,604,Universidade de Évora,Escola de Ciências Sociais,0,0,180,39
375,9204,"Línguas, Literaturas e Culturas",1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,211,39
376,9089,Engenharia Civil,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,40,8
377,9075,Design Multimédia,400,Universidade da Beira Interior,D,0,0,252,50
378,9152,Gestão de Empresas,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,0,0,466,40
379,L295,Engenharia Mecânica Computacional,400,Universidade da Beira Interior,D,0,0,14,1
380,9225,Química Industrial,400,Universidade da Beira Interior,D,0,0,62,12
381,9123,Engenharia Mecânica,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,139,28
382,9205,Marketing,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,283,46
383,L273,Tecnologias Digitais e Automação,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,175,32
384,L193,Matemática Aplicada e Ciência de Dados,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,61,13
385,L274,"Política, Economia e Sociedade",6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,118,34
386,9069,Design,1501,Universidade de Lisboa,Faculdade de Arquitetura,0,0,866,50
387,8015,Solicitadoria,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,1,0,134,35
388,9139,Filosofia,400,Universidade da Beira Interior,D,0,0,104,22
389,9181,História,505,Universidade de Coimbra,Faculdade de Letras,0,0,422,63
390,9152,Gestão de Empresas,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,320,70
391,L329,Tecnologias Digitais e Segurança de Informação,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,182,32
392,8149,Dietética e Nutrição,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,230,43
393,9089,Engenharia Civil,400,Universidade da Beira Interior,D,0,0,32,6
394,L227,Inteligência Artificial e Ciência de Dados,400,Universidade da Beira Interior,D,0,0,112,17
395,9238,Serviço Social,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,258,46
396,L068,Ciências Biomédicas Laboratoriais,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,239,38
397,9687,Bioinformática,3154,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia do Barreiro,0,0,38,15
398,9219,Psicologia,1511,Universidade de Lisboa,Faculdade de Psicologia,0,0,1081,137
399,9129,Engenharia Zootécnica,3185,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,0,0,8,2
400,9504,Fisioterapia,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,487,43
401,9023,Ciências da Comunicação,400,Universidade da Beira Interior,D,0,0,369,69
402,9779,Línguas Modernas,505,Universidade de Coimbra,Faculdade de Letras,0,0,364,84
403,L150,Estudos de Cultura,1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,74,34
404,9140,Finanças,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,0,0,229,32
405,9813,Medicina,1507,Universidade de Lisboa,Faculdade de Medicina,0,0,1324,302
406,9813,Medicina,400,Universidade da Beira Interior,D,0,0,1245,150
407,L303,"Informática Web, Móvel e na Nuvem",400,Universidade da Beira Interior,D,0,0,50,7
408,9240,Sociologia,400,Universidade da Beira Interior,D,0,0,203,47
